ego_label,method,mean_infected,std_infected,mean_worst_community_infection_rate,budget_k,budget_requested,mean_infected_stderr,budget_sanitized,greedy_pool_size
moderate_large_circles,top_degree_blocking,46.0625,7.017929166587109,0.4205770944741533,10,10,1.0129508233706983,10,19
moderate_large_circles,pagerank_blocking,46.520833333333336,6.470849802237769,0.4735433377896612,10,10,0.9339867188019032,10,19
moderate_large_circles,greedy_blocking,45.395833333333336,7.151073668333243,0.4038881461675579,10,10,1.0321685768517608,10,19
moderate_large_circles,fairness_aware_greedy_blocking,45.520833333333336,6.937378201601577,0.4173100490196078,10,10,1.001324293041228,10,19
large_circles,top_degree_blocking,38.583333333333336,7.595724814722615,0.3789785879629629,10,10,1.0963484416176057,10,18
large_circles,pagerank_blocking,38.979166666666664,7.867221476408634,0.3754340277777777,10,10,1.1355356092947326,10,18
large_circles,greedy_blocking,38.583333333333336,6.747208511305654,0.3582238828502415,10,10,0.9738756625702136,10,18
large_circles,fairness_aware_greedy_blocking,38.5,7.296166291497987,0.3569155092592592,10,10,1.053110893112159,10,18
