ego_id,ego_label,community_source,seed_strategy,budget_requested,budget_sanitized,budget_k,greedy_pool_size,p,propagation_regime,propagation_mode,propagation_multiplier,severity_regime,severity_score,base_harm_weight,method,mean_infected,std_infected,mean_total_harm,std_total_harm,mean_harm_per_node,mean_worst_community_infection_rate,mean_worst_community_harm_rate,runtime_seconds,n_runs_eval,n_runs_greedy_oracle,blocked_nodes_json,seeds_json
18534908,moderate_large_circles,circles,high_degree,10,10,10,19,0.03,medium,linear,1.078,high,0.695,2.4,greedy_blocking,51.03125,8.701072885273327,122.47500000000012,20.882574924656037,0.6620270270270276,0.4912683823529412,1.179044117647059,0.02669,32,32,"[4777911, 7861312, 10940912, 11991892, 14631169, 16358736, 18396537, 18713254, 19576151, 27403903]","[12771872, 15578561, 16371487, 18729482, 18794888, 19597106, 20101482, 30007505, 33080180, 114636253]"
18534908,moderate_large_circles,circles,high_degree,10,10,10,19,0.03,medium,linear,1.078,high,0.695,2.4,fairness_aware_greedy_blocking,51.09375,8.165068693782898,122.62500000000011,19.596164865079,0.6628378378378385,0.4520680147058823,1.084963235294118,0.02702,32,32,"[1699641, 4777911, 10779412, 14575292, 14631169, 18794066, 19576151, 27403903, 31353077, 32805127]","[12771872, 15578561, 16371487, 18729482, 18794888, 19597106, 20101482, 30007505, 33080180, 114636253]"
18534908,moderate_large_circles,circles,high_degree,10,10,10,19,0.03,medium,linear,1.078,high,0.695,2.4,harm_aware_greedy_blocking,50.40625,9.220801780966282,120.97500000000011,22.12992427431913,0.6539189189189195,0.475701871657754,1.1416844919786098,0.02635,32,32,"[4777911, 10940912, 11991892, 14575292, 14631169, 16358736, 16371223, 18396537, 27403903, 31353077]","[12771872, 15578561, 16371487, 18729482, 18794888, 19597106, 20101482, 30007505, 33080180, 114636253]"
18534908,moderate_large_circles,circles,high_degree,10,10,10,19,0.03,medium,linear,1.078,high,0.695,2.4,harm_aware_resilience_greedy_blocking,50.1875,8.726812594786033,120.45000000000012,20.944350227486527,0.6510810810810818,0.4441051136363636,1.0658522727272728,0.02629,32,32,"[4777911, 11991892, 14575292, 14631169, 16358736, 16371223, 18396537, 19576151, 27403903, 32805127]","[12771872, 15578561, 16371487, 18729482, 18794888, 19597106, 20101482, 30007505, 33080180, 114636253]"
88639412,large_circles,circles,high_degree,10,10,10,18,0.03,medium,linear,0.86,low,0.15,1.0,greedy_blocking,34.125,6.747759484785756,34.125,6.747759484785756,0.14278242677824268,0.3256293402777778,0.3256293402777778,0.01942,32,32,"[14230524, 14306161, 17753033, 19562228, 19705747, 21447363, 39974930, 42534611, 102349515, 171005817]","[15439395, 15820664, 17208738, 19332267, 20984259, 33350096, 36695656, 44527648, 46248315, 63228090]"
88639412,large_circles,circles,high_degree,10,10,10,18,0.03,medium,linear,0.86,low,0.15,1.0,fairness_aware_greedy_blocking,33.875,6.762085954172196,33.875,6.762085954172196,0.14173640167364016,0.28548177083333337,0.28548177083333337,0.02011,32,32,"[14230524, 17020962, 17753033, 19562228, 24447643, 41596377, 42534611, 168767461, 171005817, 177345928]","[15439395, 15820664, 17208738, 19332267, 20984259, 33350096, 36695656, 44527648, 46248315, 63228090]"
88639412,large_circles,circles,high_degree,10,10,10,18,0.03,medium,linear,0.86,low,0.15,1.0,harm_aware_greedy_blocking,32.875,7.051652746102357,32.875,7.051652746102357,0.13755230125523013,0.2826605902777778,0.2826605902777778,0.01842,32,32,"[14306161, 17020962, 17753033, 18713254, 19705747, 21447363, 39974930, 102349515, 168767461, 177345928]","[15439395, 15820664, 17208738, 19332267, 20984259, 33350096, 36695656, 44527648, 46248315, 63228090]"
88639412,large_circles,circles,high_degree,10,10,10,18,0.03,medium,linear,0.86,low,0.15,1.0,harm_aware_resilience_greedy_blocking,33.78125,6.842629069344995,33.78125,6.842629069344995,0.14134414225941422,0.29459635416666663,0.29459635416666663,0.01937,32,32,"[17020962, 17753033, 18713254, 19562228, 19705747, 24447643, 39974930, 42534611, 171005817, 177345928]","[15439395, 15820664, 17208738, 19332267, 20984259, 33350096, 36695656, 44527648, 46248315, 63228090]"
88639412,large_circles,circles,high_degree,10,10,10,18,0.03,medium,linear,0.996,medium,0.49,1.6,greedy_blocking,39.875,8.365636315770722,63.80000000000001,13.385018105233138,0.26694560669456074,0.3746310763888889,0.5994097222222222,0.02177,32,32,"[14230524, 14306161, 17753033, 18713254, 19705747, 20155652, 39974930, 42534611, 102349515, 168767461]","[15439395, 15820664, 17208738, 19332267, 20984259, 33350096, 36695656, 44527648, 46248315, 63228090]"
88639412,large_circles,circles,high_degree,10,10,10,18,0.03,medium,linear,0.996,medium,0.49,1.6,fairness_aware_greedy_blocking,39.9375,8.492643875731515,63.90000000000001,13.5882302011704,0.2673640167364017,0.3309565594806763,0.5295304951690821,0.02292,32,32,"[14230524, 17020962, 17753033, 19562228, 19705747, 39974930, 41596377, 42534611, 168767461, 177345928]","[15439395, 15820664, 17208738, 19332267, 20984259, 33350096, 36695656, 44527648, 46248315, 63228090]"
88639412,large_circles,circles,high_degree,10,10,10,18,0.03,medium,linear,0.996,medium,0.49,1.6,harm_aware_greedy_blocking,40.0625,9.019468191174738,64.1,14.431149105879562,0.26820083682008367,0.3220796130952381,0.5153273809523808,0.0235,32,32,"[14306161, 17020962, 17753033, 18713254, 20155652, 24447643, 41596377, 42534611, 168767461, 177345928]","[15439395, 15820664, 17208738, 19332267, 20984259, 33350096, 36695656, 44527648, 46248315, 63228090]"
88639412,large_circles,circles,high_degree,10,10,10,18,0.03,medium,linear,0.996,medium,0.49,1.6,harm_aware_resilience_greedy_blocking,40.0625,8.609587678861281,64.1,13.775340286178032,0.26820083682008367,0.35676476772774324,0.5708236283643892,0.02281,32,32,"[14230524, 14306161, 17020962, 17753033, 19562228, 20155652, 41596377, 42534611, 102349515, 168767461]","[15439395, 15820664, 17208738, 19332267, 20984259, 33350096, 36695656, 44527648, 46248315, 63228090]"
88639412,large_circles,circles,high_degree,10,10,10,18,0.03,medium,linear,1.078,high,0.695,2.4,greedy_blocking,43.46875,9.993495868684759,104.32500000000009,23.98439008484348,0.436506276150628,0.35191902281746035,0.8446056547619047,0.02144,32,32,"[17020962, 17284200, 17753033, 18713254, 19705747, 39974930, 41596377, 42534611, 168767461, 177345928]","[15439395, 15820664, 17208738, 19332267, 20984259, 33350096, 36695656, 44527648, 46248315, 63228090]"
88639412,large_circles,circles,high_degree,10,10,10,18,0.03,medium,linear,1.078,high,0.695,2.4,fairness_aware_greedy_blocking,44.59375,9.157614053960252,107.02500000000008,21.978273729504657,0.44780334728033505,0.3820529513888889,0.9169270833333334,0.0223,32,32,"[17020962, 18713254, 19562228, 19705747, 20155652, 21447363, 24447643, 39974930, 171005817, 177345928]","[15439395, 15820664, 17208738, 19332267, 20984259, 33350096, 36695656, 44527648, 46248315, 63228090]"
88639412,large_circles,circles,high_degree,10,10,10,18,0.03,medium,linear,1.078,high,0.695,2.4,harm_aware_greedy_blocking,44.0625,9.242041039762006,105.75000000000009,22.180898495428863,0.44246861924686226,0.35086805555555556,0.8420833333333333,0.02159,32,32,"[14230524, 14306161, 18713254, 21447363, 24447643, 41596377, 42534611, 168767461, 171005817, 177345928]","[15439395, 15820664, 17208738, 19332267, 20984259, 33350096, 36695656, 44527648, 46248315, 63228090]"
88639412,large_circles,circles,high_degree,10,10,10,18,0.03,medium,linear,1.078,high,0.695,2.4,harm_aware_resilience_greedy_blocking,43.75,9.147536245068325,105.00000000000009,21.954086988164033,0.43933054393305476,0.3846571180555556,0.9231770833333333,0.02176,32,32,"[14306161, 17020962, 17753033, 18713254, 19562228, 39974930, 41596377, 42534611, 102349515, 177345928]","[15439395, 15820664, 17208738, 19332267, 20984259, 33350096, 36695656, 44527648, 46248315, 63228090]"
