ego_id,ego_label,matrix_role,community_source,scenario_name,seed_strategy,propagation_regime,budget_k,budget_requested,budget_sanitized,max_blockers_graph,greedy_pool_size,pool_may_limit_greedy_family,method,n_nodes,n_edges,n_seeds,p,mean_infected,std_infected,mean_infected_stderr,mean_infection_rate,mean_steps,mean_worst_community_infection_rate,runtime_seconds,random_seed_eval,random_seed_seed_selection,random_seed_random_block,random_seed_greedy,n_runs_greedy_oracle,n_runs_eval,blocked_nodes_json,seeds_json,fairness_lambda
17602896,medium_circles,primary,circles,matrix_medium_community_concentrated_b20,community_concentrated,medium,15,20,20,151,15,True,greedy_blocking,161,2520,10,0.03,31.604166666666668,7.665172919544922,1.1063724121210727,0.1962991718426501,5.6875,1.0,0.01614,314159265,9914562,15402902,20122569,48,48,"[7081402, 14220046, 14506253, 14824849, 15485441, 18671559, 19637934, 19678610, 20108560, 22677790, 27942809, 31353077, 33051095, 105570240, 115485051]","[16312576, 17446621, 50735431, 498182878, 498184465, 498189324, 498193115, 498213642, 498251722, 498306782]",3.0
17602896,medium_circles,primary,circles,matrix_medium_community_concentrated_b20,community_concentrated,medium,15,20,20,151,15,True,fairness_aware_greedy_blocking,161,2520,10,0.03,31.604166666666668,7.665172919544922,1.1063724121210727,0.1962991718426501,5.6875,1.0,0.01619,314159265,9914562,15402902,20122569,48,48,"[7081402, 14220046, 14506253, 14824849, 15485441, 18671559, 19637934, 19678610, 20108560, 22677790, 27942809, 31353077, 33051095, 105570240, 115485051]","[16312576, 17446621, 50735431, 498182878, 498184465, 498189324, 498193115, 498213642, 498251722, 498306782]",3.0
17602896,medium_circles,primary,circles,matrix_high_community_concentrated_b5,community_concentrated,high,0,5,5,151,15,False,no_intervention,161,2520,10,0.05,105.0,7.004557786701031,1.0110208309265323,0.6521739130434783,7.916666666666667,1.0,0.04319,314159265,1845224,15341066,20191994,48,48,[],"[16312576, 17446621, 50735431, 498182878, 498184465, 498189324, 498193115, 498213642, 498251722, 498306782]",3.0
17602896,medium_circles,primary,circles,matrix_high_community_concentrated_b5,community_concentrated,high,5,5,5,151,15,False,random_blocking,161,2520,10,0.05,102.29166666666667,7.6907192849932695,1.1100597123631777,0.635351966873706,7.645833333333333,1.0,0.04249,314159265,1845224,15341066,20191994,48,48,"[17501358, 18742360, 30309257, 133064408, 227347152]","[16312576, 17446621, 50735431, 498182878, 498184465, 498189324, 498193115, 498213642, 498251722, 498306782]",3.0
17602896,medium_circles,primary,circles,matrix_high_community_concentrated_b5,community_concentrated,high,5,5,5,151,15,False,top_degree_blocking,161,2520,10,0.05,93.10416666666667,6.776805195110914,0.9781475759107351,0.5782867494824017,8.25,1.0,0.03778,314159265,1845224,15341066,20191994,48,48,"[15485441, 19678610, 20108560, 27942809, 115485051]","[16312576, 17446621, 50735431, 498182878, 498184465, 498189324, 498193115, 498213642, 498251722, 498306782]",3.0
17602896,medium_circles,primary,circles,matrix_high_community_concentrated_b5,community_concentrated,high,5,5,5,151,15,False,pagerank_blocking,161,2520,10,0.05,93.10416666666667,6.776805195110914,0.9781475759107351,0.5782867494824017,8.25,1.0,0.03781,314159265,1845224,15341066,20191994,48,48,"[15485441, 19678610, 20108560, 27942809, 115485051]","[16312576, 17446621, 50735431, 498182878, 498184465, 498189324, 498193115, 498213642, 498251722, 498306782]",3.0
17602896,medium_circles,primary,circles,matrix_high_community_concentrated_b5,community_concentrated,high,5,5,5,151,15,False,greedy_blocking,161,2520,10,0.05,93.10416666666667,6.776805195110914,0.9781475759107351,0.5782867494824017,8.25,1.0,0.03789,314159265,1845224,15341066,20191994,48,48,"[15485441, 19678610, 20108560, 27942809, 115485051]","[16312576, 17446621, 50735431, 498182878, 498184465, 498189324, 498193115, 498213642, 498251722, 498306782]",3.0
17602896,medium_circles,primary,circles,matrix_high_community_concentrated_b5,community_concentrated,high,5,5,5,151,15,False,fairness_aware_greedy_blocking,161,2520,10,0.05,93.125,7.416557095373578,1.0704878088685412,0.578416149068323,8.020833333333334,1.0,0.0379,314159265,1845224,15341066,20191994,48,48,"[7081402, 15485441, 18671559, 19678610, 27942809]","[16312576, 17446621, 50735431, 498182878, 498184465, 498189324, 498193115, 498213642, 498251722, 498306782]",3.0
17602896,medium_circles,primary,circles,matrix_high_community_concentrated_b10,community_concentrated,high,0,10,10,151,15,False,no_intervention,161,2520,10,0.05,105.0,7.004557786701031,1.0110208309265323,0.6521739130434783,7.916666666666667,1.0,0.04381,314159265,7638445,13366249,20010435,48,48,[],"[16312576, 17446621, 50735431, 498182878, 498184465, 498189324, 498193115, 498213642, 498251722, 498306782]",3.0
17602896,medium_circles,primary,circles,matrix_high_community_concentrated_b10,community_concentrated,high,10,10,10,151,15,False,random_blocking,161,2520,10,0.05,92.47916666666667,6.431271947698078,0.9282741475587936,0.574404761904762,7.770833333333333,1.0,0.03896,314159265,7638445,13366249,20010435,48,48,"[807095, 14075928, 14106578, 15485441, 18950402, 31353077, 33041426, 44039298, 50205873, 121626258]","[16312576, 17446621, 50735431, 498182878, 498184465, 498189324, 498193115, 498213642, 498251722, 498306782]",3.0
17602896,medium_circles,primary,circles,matrix_high_community_concentrated_b10,community_concentrated,high,10,10,10,151,15,False,top_degree_blocking,161,2520,10,0.05,79.04166666666667,8.768799460110328,1.2656671821911358,0.49094202898550726,8.333333333333334,1.0,0.03197,314159265,7638445,13366249,20010435,48,48,"[7081402, 14506253, 15485441, 19637934, 19678610, 20108560, 27942809, 33051095, 105570240, 115485051]","[16312576, 17446621, 50735431, 498182878, 498184465, 498189324, 498193115, 498213642, 498251722, 498306782]",3.0
17602896,medium_circles,primary,circles,matrix_high_community_concentrated_b10,community_concentrated,high,10,10,10,151,15,False,pagerank_blocking,161,2520,10,0.05,79.04166666666667,8.768799460110328,1.2656671821911358,0.49094202898550726,8.333333333333334,1.0,0.03198,314159265,7638445,13366249,20010435,48,48,"[7081402, 14506253, 15485441, 19637934, 19678610, 20108560, 27942809, 33051095, 105570240, 115485051]","[16312576, 17446621, 50735431, 498182878, 498184465, 498189324, 498193115, 498213642, 498251722, 498306782]",3.0
17602896,medium_circles,primary,circles,matrix_high_community_concentrated_b10,community_concentrated,high,10,10,10,151,15,False,greedy_blocking,161,2520,10,0.05,79.72916666666667,8.487135655284748,1.2250125138068801,0.495212215320911,8.520833333333334,1.0,0.03198,314159265,7638445,13366249,20010435,48,48,"[7081402, 15485441, 18671559, 19637934, 19678610, 20108560, 27942809, 33051095, 105570240, 115485051]","[16312576, 17446621, 50735431, 498182878, 498184465, 498189324, 498193115, 498213642, 498251722, 498306782]",3.0
17602896,medium_circles,primary,circles,matrix_high_community_concentrated_b10,community_concentrated,high,10,10,10,151,15,False,fairness_aware_greedy_blocking,161,2520,10,0.05,80.0625,8.957123042109524,1.2928493498816334,0.49728260869565216,8.604166666666666,1.0,0.03232,314159265,7638445,13366249,20010435,48,48,"[14506253, 15485441, 18671559, 19678610, 20108560, 22677790, 27942809, 33051095, 105570240, 115485051]","[16312576, 17446621, 50735431, 498182878, 498184465, 498189324, 498193115, 498213642, 498251722, 498306782]",3.0
17602896,medium_circles,primary,circles,matrix_high_community_concentrated_b20,community_concentrated,high,0,20,20,151,15,True,no_intervention,161,2520,10,0.05,105.0,7.004557786701031,1.0110208309265323,0.6521739130434783,7.916666666666667,1.0,0.04357,314159265,1947513,18960044,20218121,48,48,[],"[16312576, 17446621, 50735431, 498182878, 498184465, 498189324, 498193115, 498213642, 498251722, 498306782]",3.0
17602896,medium_circles,primary,circles,matrix_high_community_concentrated_b20,community_concentrated,high,20,20,20,151,15,True,random_blocking,161,2520,10,0.05,85.27083333333333,5.891716447270308,0.8503960192051144,0.5296325051759834,8.208333333333334,1.0,0.03599,314159265,1947513,18960044,20218121,48,48,"[14506253, 16130403, 17501358, 19554706, 20172395, 24980246, 26658046, 28706024, 30309257, 54964162, 57034964, 61061751, 62290422, 65184105, 69491538, 96164737, 133093395, 142157505, 348225224, 407977463]","[16312576, 17446621, 50735431, 498182878, 498184465, 498189324, 498193115, 498213642, 498251722, 498306782]",3.0
17602896,medium_circles,primary,circles,matrix_high_community_concentrated_b20,community_concentrated,high,20,20,20,151,15,True,top_degree_blocking,161,2520,10,0.05,54.854166666666664,10.568901759272961,1.5254895689387384,0.34070910973084884,7.375,1.0,0.02136,314159265,1947513,18960044,20218121,48,48,"[7081402, 14220046, 14497313, 14506253, 14824849, 15485441, 18671559, 18713254, 19637934, 19678610, 20108560, 22677790, 27942809, 31353077, 33051095, 48410093, 62290422, 92367751, 105570240, 115485051]","[16312576, 17446621, 50735431, 498182878, 498184465, 498189324, 498193115, 498213642, 498251722, 498306782]",3.0
17602896,medium_circles,primary,circles,matrix_high_community_concentrated_b20,community_concentrated,high,20,20,20,151,15,True,pagerank_blocking,161,2520,10,0.05,54.25,10.974826126669994,1.5840797046355648,0.33695652173913043,7.520833333333333,1.0,0.02134,314159265,1947513,18960044,20218121,48,48,"[7081402, 14075928, 14220046, 14506253, 14824849, 15485441, 18671559, 19058681, 19637934, 19678610, 20108560, 22677790, 27942809, 31353077, 33051095, 48410093, 92367751, 96164737, 105570240, 115485051]","[16312576, 17446621, 50735431, 498182878, 498184465, 498189324, 498193115, 498213642, 498251722, 498306782]",3.0
17602896,medium_circles,primary,circles,matrix_high_community_concentrated_b20,community_concentrated,high,15,20,20,151,15,True,greedy_blocking,161,2520,10,0.05,64.8125,9.626329695385222,1.3894410102346866,0.40256211180124224,7.645833333333333,1.0,0.02609,314159265,1947513,18960044,20218121,48,48,"[7081402, 14220046, 14506253, 14824849, 15485441, 18671559, 19637934, 19678610, 20108560, 22677790, 27942809, 31353077, 33051095, 105570240, 115485051]","[16312576, 17446621, 50735431, 498182878, 498184465, 498189324, 498193115, 498213642, 498251722, 498306782]",3.0
17602896,medium_circles,primary,circles,matrix_high_community_concentrated_b20,community_concentrated,high,15,20,20,151,15,True,fairness_aware_greedy_blocking,161,2520,10,0.05,64.8125,9.626329695385222,1.3894410102346866,0.40256211180124224,7.645833333333333,1.0,0.02617,314159265,1947513,18960044,20218121,48,48,"[7081402, 14220046, 14506253, 14824849, 15485441, 18671559, 19637934, 19678610, 20108560, 22677790, 27942809, 31353077, 33051095, 105570240, 115485051]","[16312576, 17446621, 50735431, 498182878, 498184465, 498189324, 498193115, 498213642, 498251722, 498306782]",3.0
18534908,moderate_large_circles,primary,circles,matrix_low_random_b5,random,low,0,5,5,175,18,False,no_intervention,185,2521,10,0.01,15.520833333333334,3.6378014364146023,0.5250714096430945,0.0838963963963964,3.2708333333333335,0.1625634169751817,0.0114,314159265,2560829,10249551,20173297,48,48,[],"[9103242, 16358736, 16371223, 18713759, 19360730, 20106479, 28743809, 28755851, 32805127, 60003995]",3.0
18534908,moderate_large_circles,primary,circles,matrix_low_random_b5,random,low,5,5,5,175,18,False,random_blocking,185,2521,10,0.01,15.208333333333334,3.248294697178246,0.46885095445577357,0.08220720720720721,3.0833333333333335,0.16152517825311943,0.01124,314159265,2560829,10249551,20173297,48,48,"[2895661, 14431630, 15914915, 20516554, 24636449]","[9103242, 16358736, 16371223, 18713759, 19360730, 20106479, 28743809, 28755851, 32805127, 60003995]",3.0
18534908,moderate_large_circles,primary,circles,matrix_low_random_b5,random,low,5,5,5,175,18,False,top_degree_blocking,185,2521,10,0.01,14.520833333333334,2.960661105968929,0.4273346216276041,0.078490990990991,2.9375,0.14512032085561496,0.01005,314159265,2560829,10249551,20173297,48,48,"[15578561, 18794888, 30007505, 33080180, 114636253]","[9103242, 16358736, 16371223, 18713759, 19360730, 20106479, 28743809, 28755851, 32805127, 60003995]",3.0
18534908,moderate_large_circles,primary,circles,matrix_low_random_b5,random,low,5,5,5,175,18,False,pagerank_blocking,185,2521,10,0.01,14.416666666666666,2.8941123898049805,0.4177291418297342,0.07792792792792792,2.8958333333333335,0.14385026737967913,0.00972,314159265,2560829,10249551,20173297,48,48,"[15578561, 20101482, 30007505, 33080180, 114636253]","[9103242, 16358736, 16371223, 18713759, 19360730, 20106479, 28743809, 28755851, 32805127, 60003995]",3.0
18534908,moderate_large_circles,primary,circles,matrix_low_random_b5,random,low,5,5,5,175,18,False,greedy_blocking,185,2521,10,0.01,14.354166666666666,2.9785730078546955,0.42991998197146547,0.07759009009009009,2.75,0.15643318078979843,0.00992,314159265,2560829,10249551,20173297,48,48,"[11991892, 18794888, 30007505, 31353077, 114636253]","[9103242, 16358736, 16371223, 18713759, 19360730, 20106479, 28743809, 28755851, 32805127, 60003995]",3.0
18534908,moderate_large_circles,primary,circles,matrix_low_random_b5,random,low,5,5,5,175,18,False,fairness_aware_greedy_blocking,185,2521,10,0.01,14.4375,2.9528655393730716,0.4262094285094531,0.07804054054054053,2.8333333333333335,0.16169786096256686,0.01028,314159265,2560829,10249551,20173297,48,48,"[12771872, 15578561, 18794888, 20101482, 30007505]","[9103242, 16358736, 16371223, 18713759, 19360730, 20106479, 28743809, 28755851, 32805127, 60003995]",3.0
18534908,moderate_large_circles,primary,circles,matrix_low_random_b10,random,low,0,10,10,175,17,False,no_intervention,185,2521,10,0.01,16.333333333333332,3.7150260348638624,0.5362178203187797,0.08828828828828829,3.3125,0.1955548128342246,0.01287,314159265,4605630,17973876,20203855,48,48,[],"[1699641, 7861312, 12263132, 14574672, 15578561, 15696517, 18794066, 44663985, 50393960, 76774950]",3.0
18534908,moderate_large_circles,primary,circles,matrix_low_random_b10,random,low,10,10,10,175,17,False,random_blocking,185,2521,10,0.01,15.770833333333334,3.095910709398347,0.44685622036454525,0.08524774774774775,3.1666666666666665,0.19036876114081994,0.01216,314159265,4605630,17973876,20203855,48,48,"[15706062, 16068360, 16755150, 20091731, 20516554, 24636449, 40094966, 71333777, 145503679, 351731728]","[1699641, 7861312, 12263132, 14574672, 15578561, 15696517, 18794066, 44663985, 50393960, 76774950]",3.0
18534908,moderate_large_circles,primary,circles,matrix_low_random_b10,random,low,10,10,10,175,17,False,top_degree_blocking,185,2521,10,0.01,14.125,2.718142356893845,0.3923300553620963,0.07635135135135135,2.6041666666666665,0.17035427807486633,0.00963,314159265,4605630,17973876,20203855,48,48,"[12771872, 16358736, 16371487, 18729482, 18794888, 19597106, 20101482, 30007505, 33080180, 114636253]","[1699641, 7861312, 12263132, 14574672, 15578561, 15696517, 18794066, 44663985, 50393960, 76774950]",3.0
18534908,moderate_large_circles,primary,circles,matrix_low_random_b10,random,low,10,10,10,175,17,False,pagerank_blocking,185,2521,10,0.01,14.3125,2.829602257592083,0.4084179062800905,0.07736486486486487,2.8541666666666665,0.18006285993418347,0.00992,314159265,4605630,17973876,20203855,48,48,"[3991341, 12771872, 16371487, 18729482, 18794888, 19597106, 20101482, 30007505, 33080180, 114636253]","[1699641, 7861312, 12263132, 14574672, 15578561, 15696517, 18794066, 44663985, 50393960, 76774950]",3.0
18534908,moderate_large_circles,primary,circles,matrix_low_random_b10,random,low,10,10,10,175,17,False,greedy_blocking,185,2521,10,0.01,14.229166666666666,2.7072761166218724,0.39076164867557067,0.0769144144144144,2.7291666666666665,0.17601809954751133,0.01004,314159265,4605630,17973876,20203855,48,48,"[3991341, 4777911, 11991892, 16358736, 18794888, 19576151, 27403903, 30007505, 33080180, 114636253]","[1699641, 7861312, 12263132, 14574672, 15578561, 15696517, 18794066, 44663985, 50393960, 76774950]",3.0
18534908,moderate_large_circles,primary,circles,matrix_low_random_b10,random,low,10,10,10,175,17,False,fairness_aware_greedy_blocking,185,2521,10,0.01,14.0625,2.692829327535268,0.3886764342835515,0.07601351351351351,2.5625,0.17002840909090908,0.00972,314159265,4605630,17973876,20203855,48,48,"[4777911, 12771872, 16371487, 18729482, 18794888, 19597106, 20101482, 30007505, 33080180, 114636253]","[1699641, 7861312, 12263132, 14574672, 15578561, 15696517, 18794066, 44663985, 50393960, 76774950]",3.0
18534908,moderate_large_circles,primary,circles,matrix_low_random_b20,random,low,0,20,20,175,17,True,no_intervention,185,2521,10,0.01,14.833333333333334,3.533025545272224,0.5099483124041858,0.08018018018018018,3.2083333333333335,0.129048535558424,0.01024,314159265,8330586,12169185,20110109,48,48,[],"[668793, 11991892, 14680498, 15706062, 15914915, 30316055, 49101109, 50393960, 154446350, 460045442]",3.0
18534908,moderate_large_circles,primary,circles,matrix_low_random_b20,random,low,20,20,20,175,17,True,random_blocking,185,2521,10,0.01,13.8125,2.936608624377099,0.4238629449471737,0.07466216216216216,2.9583333333333335,0.11717743041272453,0.00879,314159265,8330586,12169185,20110109,48,48,"[4777911, 5553152, 12771872, 14574672, 16371487, 19585920, 20091323, 21278996, 23407381, 23493152, 23645599, 34956340, 63010830, 66183198, 76774950, 93146357, 161237975, 274766342, 300916268, 343918825]","[668793, 11991892, 14680498, 15706062, 15914915, 30316055, 49101109, 50393960, 154446350, 460045442]",3.0
18534908,moderate_large_circles,primary,circles,matrix_low_random_b20,random,low,20,20,20,175,17,True,top_degree_blocking,185,2521,10,0.01,11.8125,1.8178342269293273,0.2623817700649406,0.06385135135135135,2.1458333333333335,0.09882057280954341,0.00597,314159265,8330586,12169185,20110109,48,48,"[4777911, 10779412, 12771872, 14575292, 14631169, 15578561, 16358736, 16371223, 16371487, 18396537, 18729482, 18794888, 19576151, 19597106, 20101482, 27403903, 30007505, 32805127, 33080180, 114636253]","[668793, 11991892, 14680498, 15706062, 15914915, 30316055, 49101109, 50393960, 154446350, 460045442]",3.0
18534908,moderate_large_circles,primary,circles,matrix_low_random_b20,random,low,20,20,20,175,17,True,pagerank_blocking,185,2521,10,0.01,11.895833333333334,1.8933206597318308,0.2732772981396131,0.06430180180180181,2.125,0.09642144007952831,0.00611,314159265,8330586,12169185,20110109,48,48,"[3991341, 4777911, 7861312, 12771872, 14575292, 15578561, 16358736, 16371223, 16371487, 18713254, 18729482, 18794888, 19576151, 19597106, 20101482, 27403903, 30007505, 31353077, 33080180, 114636253]","[668793, 11991892, 14680498, 15706062, 15914915, 30316055, 49101109, 50393960, 154446350, 460045442]",3.0
18534908,moderate_large_circles,primary,circles,matrix_low_random_b20,random,low,17,20,20,175,17,True,greedy_blocking,185,2521,10,0.01,12.145833333333334,1.9998891813269686,0.28865913929713644,0.06565315315315316,2.3333333333333335,0.09820403776412905,0.00653,314159265,8330586,12169185,20110109,48,48,"[3991341, 4777911, 12771872, 14575292, 15578561, 16358736, 16371487, 18729482, 18794888, 19576151, 19597106, 20101482, 27403903, 30007505, 31353077, 33080180, 114636253]","[668793, 11991892, 14680498, 15706062, 15914915, 30316055, 49101109, 50393960, 154446350, 460045442]",3.0
18534908,moderate_large_circles,primary,circles,matrix_low_random_b20,random,low,17,20,20,175,17,True,fairness_aware_greedy_blocking,185,2521,10,0.01,12.145833333333334,1.9998891813269686,0.28865913929713644,0.06565315315315316,2.3333333333333335,0.09820403776412905,0.00652,314159265,8330586,12169185,20110109,48,48,"[3991341, 4777911, 12771872, 14575292, 15578561, 16358736, 16371487, 18729482, 18794888, 19576151, 19597106, 20101482, 27403903, 30007505, 31353077, 33080180, 114636253]","[668793, 11991892, 14680498, 15706062, 15914915, 30316055, 49101109, 50393960, 154446350, 460045442]",3.0
18534908,moderate_large_circles,primary,circles,matrix_medium_random_b5,random,medium,0,5,5,175,18,False,no_intervention,185,2521,10,0.03,56.416666666666664,20.503070173142916,2.9593632709194626,0.30495495495495495,10.0,0.46529147724317604,0.03118,314159265,2122938,13647219,20066661,48,48,[],"[9103242, 14468028, 18713314, 24636449, 28583255, 53821910, 58158888, 114636253, 151398803, 300916268]",3.0
18534908,moderate_large_circles,primary,circles,matrix_medium_random_b5,random,medium,5,5,5,175,18,False,random_blocking,185,2521,10,0.03,53.145833333333336,19.51321383535775,2.8164898151496316,0.2872747747747748,9.333333333333334,0.44677411204414247,0.02963,314159265,2122938,13647219,20066661,48,48,"[14103991, 14680498, 21278996, 24739574, 170214589]","[9103242, 14468028, 18713314, 24636449, 28583255, 53821910, 58158888, 114636253, 151398803, 300916268]",3.0
18534908,moderate_large_circles,primary,circles,matrix_medium_random_b5,random,medium,5,5,5,175,18,False,top_degree_blocking,185,2521,10,0.03,38.0625,16.474876101300172,2.377943537987847,0.20574324324324325,7.875,0.3345881605294638,0.01979,314159265,2122938,13647219,20066661,48,48,"[15578561, 18794888, 19597106, 30007505, 33080180]","[9103242, 14468028, 18713314, 24636449, 28583255, 53821910, 58158888, 114636253, 151398803, 300916268]",3.0
18534908,moderate_large_circles,primary,circles,matrix_medium_random_b5,random,medium,5,5,5,175,18,False,pagerank_blocking,185,2521,10,0.03,38.270833333333336,17.106350175068226,2.4690889696069105,0.2068693693693694,7.6875,0.3318489594415051,0.02006,314159265,2122938,13647219,20066661,48,48,"[15578561, 19597106, 20101482, 30007505, 33080180]","[9103242, 14468028, 18713314, 24636449, 28583255, 53821910, 58158888, 114636253, 151398803, 300916268]",3.0
18534908,moderate_large_circles,primary,circles,matrix_medium_random_b5,random,medium,5,5,5,175,18,False,greedy_blocking,185,2521,10,0.03,42.0,17.692407314883543,2.5536790314651294,0.22702702702702704,8.729166666666666,0.3750838147231403,0.02209,314159265,2122938,13647219,20066661,48,48,"[19576151, 19597106, 20101482, 30007505, 33080180]","[9103242, 14468028, 18713314, 24636449, 28583255, 53821910, 58158888, 114636253, 151398803, 300916268]",3.0
18534908,moderate_large_circles,primary,circles,matrix_medium_random_b5,random,medium,5,5,5,175,18,False,fairness_aware_greedy_blocking,185,2521,10,0.03,41.75,17.572342872894133,2.5363492219894574,0.22567567567567567,8.354166666666666,0.3359400931218883,0.0221,314159265,2122938,13647219,20066661,48,48,"[4777911, 12771872, 15578561, 16371487, 33080180]","[9103242, 14468028, 18713314, 24636449, 28583255, 53821910, 58158888, 114636253, 151398803, 300916268]",3.0
18534908,moderate_large_circles,primary,circles,matrix_medium_random_b10,random,medium,0,10,10,175,18,False,no_intervention,185,2521,10,0.03,59.979166666666664,15.156614430436232,2.187668855353931,0.3242117117117117,9.4375,0.5289633467023173,0.03414,314159265,2858962,11588098,20180630,48,48,[],"[14289331, 14468028, 15696517, 18713759, 19697415, 20264425, 21031864, 21278996, 21341573, 151398803]",3.0
18534908,moderate_large_circles,primary,circles,matrix_medium_random_b10,random,medium,10,10,10,175,18,False,random_blocking,185,2521,10,0.03,55.729166666666664,15.744961481589518,2.2725894374439997,0.30123873873873874,9.208333333333334,0.4825939685314686,0.03184,314159265,2858962,11588098,20180630,48,48,"[14431630, 15314430, 18625349, 24636449, 26046300, 28743809, 30072713, 64501379, 127547078, 274766342]","[14289331, 14468028, 15696517, 18713759, 19697415, 20264425, 21031864, 21278996, 21341573, 151398803]",3.0
18534908,moderate_large_circles,primary,circles,matrix_medium_random_b10,random,medium,10,10,10,175,18,False,top_degree_blocking,185,2521,10,0.03,27.854166666666668,10.245890890588479,1.4788669659421982,0.15056306306306308,5.9375,0.2315861454299588,0.01395,314159265,2858962,11588098,20180630,48,48,"[12771872, 15578561, 16371487, 18729482, 18794888, 19597106, 20101482, 30007505, 33080180, 114636253]","[14289331, 14468028, 15696517, 18713759, 19697415, 20264425, 21031864, 21278996, 21341573, 151398803]",3.0
18534908,moderate_large_circles,primary,circles,matrix_medium_random_b10,random,medium,10,10,10,175,18,False,pagerank_blocking,185,2521,10,0.03,27.854166666666668,10.245890890588479,1.4788669659421982,0.15056306306306308,5.9375,0.2315861454299588,0.01391,314159265,2858962,11588098,20180630,48,48,"[12771872, 15578561, 16371487, 18729482, 18794888, 19597106, 20101482, 30007505, 33080180, 114636253]","[14289331, 14468028, 15696517, 18713759, 19697415, 20264425, 21031864, 21278996, 21341573, 151398803]",3.0
18534908,moderate_large_circles,primary,circles,matrix_medium_random_b10,random,medium,10,10,10,175,18,False,greedy_blocking,185,2521,10,0.03,32.145833333333336,11.079960026299606,1.5992544759485927,0.17376126126126126,7.0,0.2800799036156541,0.01663,314159265,2858962,11588098,20180630,48,48,"[12771872, 14575292, 15578561, 18729482, 19576151, 20101482, 27403903, 30007505, 33080180, 114636253]","[14289331, 14468028, 15696517, 18713759, 19697415, 20264425, 21031864, 21278996, 21341573, 151398803]",3.0
18534908,moderate_large_circles,primary,circles,matrix_medium_random_b10,random,medium,10,10,10,175,18,False,fairness_aware_greedy_blocking,185,2521,10,0.03,28.479166666666668,9.933801276521411,1.4338207102689713,0.15394144144144145,5.958333333333333,0.2416698138744285,0.01437,314159265,2858962,11588098,20180630,48,48,"[4777911, 11991892, 12771872, 15578561, 16358736, 16371487, 18794888, 30007505, 33080180, 114636253]","[14289331, 14468028, 15696517, 18713759, 19697415, 20264425, 21031864, 21278996, 21341573, 151398803]",3.0
18534908,moderate_large_circles,primary,circles,matrix_medium_random_b20,random,medium,0,20,20,175,18,True,no_intervention,185,2521,10,0.03,60.229166666666664,14.691493534338282,2.1205344367119636,0.32556306306306304,8.833333333333334,0.5224459670231729,0.03505,314159265,4961015,10893499,20098828,48,48,[],"[2895661, 17987196, 18705330, 18794888, 20264425, 22897766, 24447643, 50305919, 66183198, 460045442]",3.0
18534908,moderate_large_circles,primary,circles,matrix_medium_random_b20,random,medium,20,20,20,175,18,True,random_blocking,185,2521,10,0.03,51.375,13.021463459930219,1.879486358458397,0.2777027027027027,8.979166666666666,0.4414453499931441,0.02969,314159265,4961015,10893499,20098828,48,48,"[3991341, 14574672, 16358736, 16755150, 18396537, 20091731, 21341573, 21405732, 22474764, 23407381, 27577576, 36521667, 36735522, 40094966, 41498727, 44663985, 161801527, 196540885, 287582305, 343918825]","[2895661, 17987196, 18705330, 18794888, 20264425, 22897766, 24447643, 50305919, 66183198, 460045442]",3.0
18534908,moderate_large_circles,primary,circles,matrix_medium_random_b20,random,medium,20,20,20,175,18,True,top_degree_blocking,185,2521,10,0.03,20.645833333333332,5.24095810362682,0.7564671429851239,0.1115990990990991,4.333333333333333,0.1963537381735911,0.00948,314159265,4961015,10893499,20098828,48,48,"[4777911, 10779412, 11991892, 12771872, 14575292, 14631169, 15578561, 16358736, 16371223, 16371487, 18396537, 18729482, 19576151, 19597106, 20101482, 27403903, 30007505, 32805127, 33080180, 114636253]","[2895661, 17987196, 18705330, 18794888, 20264425, 22897766, 24447643, 50305919, 66183198, 460045442]",3.0
18534908,moderate_large_circles,primary,circles,matrix_medium_random_b20,random,medium,20,20,20,175,18,True,pagerank_blocking,185,2521,10,0.03,21.520833333333332,5.727832694474108,0.8267414370069415,0.11632882882882882,4.770833333333333,0.22723887631975867,0.01026,314159265,4961015,10893499,20098828,48,48,"[3991341, 4777911, 7861312, 11991892, 12771872, 14575292, 15578561, 16358736, 16371223, 16371487, 18713254, 18729482, 19576151, 19597106, 20101482, 27403903, 30007505, 31353077, 33080180, 114636253]","[2895661, 17987196, 18705330, 18794888, 20264425, 22897766, 24447643, 50305919, 66183198, 460045442]",3.0
18534908,moderate_large_circles,primary,circles,matrix_medium_random_b20,random,medium,18,20,20,175,18,True,greedy_blocking,185,2521,10,0.03,22.145833333333332,6.897392610450346,0.9955528700875108,0.1197072072072072,4.791666666666667,0.22005411867544222,0.01066,314159265,4961015,10893499,20098828,48,48,"[3991341, 4777911, 7861312, 11991892, 12771872, 14575292, 15578561, 16358736, 16371487, 18729482, 19576151, 19597106, 20101482, 27403903, 30007505, 31353077, 33080180, 114636253]","[2895661, 17987196, 18705330, 18794888, 20264425, 22897766, 24447643, 50305919, 66183198, 460045442]",3.0
