ego_id,ego_label,community_source,seed_strategy,propagation_regime,p,propagation_mode,propagation_multiplier,severity_regime,severity_score,base_harm_weight,budget_requested,budget_sanitized,budget_k,greedy_pool_size,pool_may_limit_greedy_family,method,method_objective_family,mean_infected,std_infected,mean_infected_stderr,mean_total_harm,std_total_harm,mean_total_harm_stderr,mean_harm_per_node,mean_worst_community_infection_rate,mean_worst_community_harm_rate,runtime_seconds,n_runs_eval,n_runs_greedy_oracle,blocked_nodes_json,seeds_json
18534908,moderate_large_circles,circles,high_degree,medium,0.03,constant,1.0,high,0.695,2.4,20,20,19,19,True,harm_aware_resilience_greedy_blocking,harm_objective,39.65625,5.397785537577185,0.9542026892528753,95.17500000000004,12.954685290185274,2.290086454206906,0.5144594594594597,0.3689505347593583,0.8854812834224599,0.02129,32,32,"[1699641, 3991341, 4777911, 7861312, 10779412, 10940912, 11991892, 14575292, 14631169, 16358736, 16371223, 18396537, 18701960, 18713254, 18794066, 19576151, 27403903, 31353077, 32805127]","[12771872, 15578561, 16371487, 18729482, 18794888, 19597106, 20101482, 30007505, 33080180, 114636253]"
18534908,moderate_large_circles,circles,high_degree,high,0.05,constant,1.0,medium,0.49,1.6,10,10,0,19,False,no_intervention,heuristic_baseline,93.90625,7.471923252869652,1.3208619001523942,150.24999999999972,11.9550772045914,2.1133790402438235,0.8121621621621606,0.8067847593582887,1.2908556149732615,0.09506,32,32,[],"[12771872, 15578561, 16371487, 18729482, 18794888, 19597106, 20101482, 30007505, 33080180, 114636253]"
18534908,moderate_large_circles,circles,high_degree,high,0.05,constant,1.0,medium,0.49,1.6,10,10,10,19,False,random_blocking,heuristic_baseline,85.78125,6.742902481199602,1.1919880173339588,137.24999999999977,10.788643969919324,1.9071808277343272,0.7418918918918906,0.7488970588235295,1.1982352941176468,0.03731,32,32,"[11991892, 15914915, 21158690, 21505046, 26441941, 28071857, 53821910, 103131379, 127547078, 170214589]","[12771872, 15578561, 16371487, 18729482, 18794888, 19597106, 20101482, 30007505, 33080180, 114636253]"
18534908,moderate_large_circles,circles,high_degree,high,0.05,constant,1.0,medium,0.49,1.6,10,10,10,19,False,top_degree_blocking,heuristic_baseline,75.0,5.582229870094983,0.9868081488215655,119.99999999999983,8.93156779215194,1.5788930381144992,0.6486486486486477,0.6032879344919786,0.9652606951871655,0.03101,32,32,"[4777911, 11991892, 14575292, 14631169, 16358736, 16371223, 18396537, 19576151, 27403903, 32805127]","[12771872, 15578561, 16371487, 18729482, 18794888, 19597106, 20101482, 30007505, 33080180, 114636253]"
18534908,moderate_large_circles,circles,high_degree,high,0.05,constant,1.0,medium,0.49,1.6,10,10,10,19,False,pagerank_blocking,heuristic_baseline,74.6875,4.417249910769544,0.7808668415252041,119.49999999999983,7.067599857231246,1.2493869464403222,0.645945945945945,0.7216911764705883,1.1547058823529408,0.0338,32,32,"[3991341, 4777911, 7861312, 11991892, 14575292, 16358736, 16371223, 19576151, 27403903, 31353077]","[12771872, 15578561, 16371487, 18729482, 18794888, 19597106, 20101482, 30007505, 33080180, 114636253]"
18534908,moderate_large_circles,circles,high_degree,high,0.05,constant,1.0,medium,0.49,1.6,10,10,10,19,False,greedy_blocking,binary_objective,75.84375,5.370825460674761,0.9494367759531216,121.34999999999982,8.593320737079587,1.519098841524989,0.655945945945945,0.6579879679144385,1.0527807486631013,0.0313,32,32,"[1699641, 3991341, 4777911, 7861312, 10779412, 14575292, 14631169, 18396537, 27403903, 31353077]","[12771872, 15578561, 16371487, 18729482, 18794888, 19597106, 20101482, 30007505, 33080180, 114636253]"
18534908,moderate_large_circles,circles,high_degree,high,0.05,constant,1.0,medium,0.49,1.6,10,10,10,19,False,fairness_aware_greedy_blocking,binary_objective,75.15625,5.803832854799629,1.0259823921255242,120.24999999999983,9.286132567679372,1.6415718274008326,0.649999999999999,0.6180063502673796,0.9888101604278073,0.03107,32,32,"[4777911, 11991892, 14575292, 16358736, 16371223, 18794066, 19576151, 27403903, 31353077, 32805127]","[12771872, 15578561, 16371487, 18729482, 18794888, 19597106, 20101482, 30007505, 33080180, 114636253]"
18534908,moderate_large_circles,circles,high_degree,high,0.05,constant,1.0,medium,0.49,1.6,10,10,10,19,False,harm_aware_greedy_blocking,harm_objective,75.0625,5.758233936244352,1.0179215659942218,120.09999999999984,9.213174297990932,1.6286745055907492,0.6491891891891883,0.6435494652406417,1.0296791443850264,0.03071,32,32,"[3991341, 4777911, 11991892, 14575292, 16358736, 16371223, 18396537, 19576151, 27403903, 31353077]","[12771872, 15578561, 16371487, 18729482, 18794888, 19597106, 20101482, 30007505, 33080180, 114636253]"
18534908,moderate_large_circles,circles,high_degree,high,0.05,constant,1.0,medium,0.49,1.6,10,10,10,19,False,harm_aware_resilience_greedy_blocking,harm_objective,75.90625,5.566949561416453,0.9841069463502625,121.44999999999982,8.907119298266293,1.5745711141604146,0.6564864864864856,0.6126838235294118,0.9802941176470584,0.03173,32,32,"[4777911, 14575292, 16358736, 16371223, 18701960, 18713254, 18794066, 27403903, 31353077, 32805127]","[12771872, 15578561, 16371487, 18729482, 18794888, 19597106, 20101482, 30007505, 33080180, 114636253]"
18534908,moderate_large_circles,circles,high_degree,high,0.05,constant,1.0,high,0.695,2.4,10,10,0,19,False,no_intervention,heuristic_baseline,93.90625,7.471923252869652,1.3208619001523942,225.37500000000037,17.932615806887195,3.1700685603657517,1.2182432432432453,0.8067847593582887,1.9362834224598937,0.03953,32,32,[],"[12771872, 15578561, 16371487, 18729482, 18794888, 19597106, 20101482, 30007505, 33080180, 114636253]"
